num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
339,237,576,1.4303797468354431
1792,64,1856,28.0
505,105,610,4.809523809523809
387,99,486,3.909090909090909
313,16,329,19.5625
15,138,153,0.10869565217391304
1067,20,1087,53.35
18,166,184,0.10843373493975904
914,370,1284,2.4702702702702704
1147,2,1149,573.5
610,300,910,2.033333333333333
107,91,198,1.1758241758241759
501,495,996,1.0121212121212122
209,357,566,0.5854341736694678
436,33,469,13.212121212121213
932,2,934,466.0
860,1134,1994,0.7583774250440917
324,3,327,108.0
19,65,84,0.2923076923076923
612,399,1011,1.5338345864661653
171,15,186,11.4
660,191,851,3.4554973821989527
22,282,304,0.07801418439716312
619,439,1058,1.4100227790432802
238,260,498,0.9153846153846154
780,1108,1888,0.703971119133574
456,15,471,30.4
570,133,703,4.285714285714286
1076,95,1171,11.326315789473684
17,397,414,0.042821158690176324
150,11,161,13.636363636363637
482,369,851,1.3062330623306233
971,955,1926,1.0167539267015706
1676,48,1724,34.916666666666664
831,166,997,5.006024096385542
879,58,937,15.155172413793103
418,217,635,1.9262672811059909
1590,173,1763,9.190751445086706
196,647,843,0.3029366306027821
241,6,247,40.166666666666664
380,2,382,190.0
622,578,1200,1.0761245674740485
112,18,130,6.222222222222222
253,110,363,2.3
9,226,235,0.03982300884955752
967,613,1580,1.5774877650897228
1101,888,1989,1.239864864864865
904,863,1767,1.0475086906141367
937,910,1847,1.0296703296703296
1230,297,1527,4.141414141414141
370,359,729,1.0306406685236769
687,419,1106,1.639618138424821
381,25,406,15.24
1779,8,1787,222.375
12,295,307,0.04067796610169491
512,417,929,1.2278177458033572
1388,273,1661,5.084249084249084
430,13,443,33.07692307692308
1330,24,1354,55.416666666666664
888,8,896,111.0
1585,10,1595,158.5
1762,50,1812,35.24
458,19,477,24.105263157894736
800,75,875,10.666666666666666
956,25,981,38.24
257,241,498,1.066390041493776
9,48,57,0.1875
1220,20,1240,61.0
65,138,203,0.47101449275362317
7,14,21,0.5
349,297,646,1.1750841750841752
47,8,55,5.875
202,122,324,1.6557377049180328
334,6,340,55.666666666666664
243,1284,1527,0.18925233644859812
1067,305,1372,3.498360655737705
448,26,474,17.23076923076923
1692,220,1912,7.6909090909090905
716,286,1002,2.5034965034965033
140,151,291,0.9271523178807947
1164,25,1189,46.56
1496,6,1502,249.33333333333334
384,15,399,25.6
894,68,962,13.147058823529411
927,272,1199,3.4080882352941178
418,20,438,20.9
545,94,639,5.797872340425532
753,752,1505,1.0013297872340425
1420,17,1437,83.52941176470588
1267,547,1814,2.316270566727605
1749,71,1820,24.633802816901408
989,3,992,329.6666666666667
711,19,730,37.421052631578945
1033,14,1047,73.78571428571429
668,59,727,11.322033898305085
1524,220,1744,6.927272727272728
369,145,514,2.5448275862068965
170,485,655,0.35051546391752575
315,288,603,1.09375
638,13,651,49.07692307692308
224,19,243,11.789473684210526
433,48,481,9.020833333333334
1198,240,1438,4.991666666666666
427,2,429,213.5
19,11,30,1.7272727272727273
143,306,449,0.4673202614379085
975,308,1283,3.1655844155844157
382,99,481,3.8585858585858586
552,262,814,2.1068702290076335
147,1638,1785,0.08974358974358974
978,35,1013,27.942857142857143
767,58,825,13.224137931034482
154,56,210,2.75
532,39,571,13.64102564102564
6,19,25,0.3157894736842105
1265,117,1382,10.811965811965813
1374,56,1430,24.535714285714285
838,180,1018,4.655555555555556
1002,414,1416,2.420289855072464
299,296,595,1.010135135135135
1852,5,1857,370.4
1873,8,1881,234.125
349,4,353,87.25
2037,9,2046,226.33333333333334
1866,19,1885,98.21052631578948
19,381,400,0.049868766404199474
1457,70,1527,20.814285714285713
234,19,253,12.31578947368421
446,29,475,15.379310344827585
786,296,1082,2.6554054054054053
1385,23,1408,60.21739130434783
909,346,1255,2.6271676300578033
335,435,770,0.7701149425287356
191,6,197,31.833333333333332
11,153,164,0.0718954248366013
5,236,241,0.0211864406779661
276,15,291,18.4
1070,215,1285,4.976744186046512
60,19,79,3.1578947368421053
208,13,221,16.0
1307,119,1426,10.983193277310924
752,98,850,7.673469387755102
278,278,556,1.0
598,20,618,29.9
1470,20,1490,73.5
528,9,537,58.666666666666664
1767,47,1814,37.59574468085106
1617,128,1745,12.6328125
73,182,255,0.4010989010989011
384,117,501,3.282051282051282
1430,9,1439,158.88888888888889
953,247,1200,3.8582995951417005
626,228,854,2.745614035087719
495,10,505,49.5
1640,309,1949,5.307443365695793
813,279,1092,2.913978494623656
732,13,745,56.30769230769231
775,417,1192,1.8585131894484412
1594,15,1609,106.26666666666667
1243,74,1317,16.7972972972973
1499,88,1587,17.03409090909091
795,9,804,88.33333333333333
958,44,1002,21.772727272727273
757,572,1329,1.3234265734265733
1228,2,1230,614.0
1064,5,1069,212.8
1581,277,1858,5.707581227436823
1245,23,1268,54.130434782608695
1558,5,1563,311.6
1537,2,1539,768.5
252,7,259,36.0
1712,93,1805,18.408602150537636
812,2,814,406.0
1383,395,1778,3.50126582278481
182,55,237,3.309090909090909
1354,421,1775,3.2161520190023754
1122,17,1139,66.0
1833,2,1835,916.5
778,9,787,86.44444444444444
385,15,400,25.666666666666668
924,10,934,92.4
258,9,267,28.666666666666668
10,293,303,0.034129692832764506
473,8,481,59.125
725,12,737,60.416666666666664
26,292,318,0.08904109589041095
1107,27,1134,41.0
1114,352,1466,3.164772727272727
23,117,140,0.19658119658119658
49,1319,1368,0.037149355572403335
396,6,402,66.0
1242,386,1628,3.2176165803108807
122,397,519,0.30730478589420657
1510,397,1907,3.8035264483627205
604,14,618,43.142857142857146
270,27,297,10.0
965,376,1341,2.5664893617021276
289,273,562,1.0586080586080586
1254,142,1396,8.830985915492958
1426,290,1716,4.917241379310345
695,23,718,30.217391304347824
1605,155,1760,10.35483870967742
1166,24,1190,48.583333333333336
1110,175,1285,6.3428571428571425
836,18,854,46.44444444444444
1232,18,1250,68.44444444444444
507,16,523,31.6875
524,746,1270,0.7024128686327078
917,9,926,101.88888888888889
432,156,588,2.769230769230769
321,56,377,5.732142857142857
972,957,1929,1.0156739811912225
325,22,347,14.772727272727273
1656,276,1932,6.0
743,47,790,15.808510638297872
241,133,374,1.8120300751879699
256,317,573,0.807570977917981
963,68,1031,14.161764705882353
43,289,332,0.14878892733564014
1088,655,1743,1.6610687022900763
1677,46,1723,36.45652173913044
1522,330,1852,4.612121212121212
657,311,968,2.112540192926045
1437,7,1444,205.28571428571428
1608,438,2046,3.671232876712329
1638,388,2026,4.221649484536083
45,263,308,0.17110266159695817
39,29,68,1.3448275862068966
1180,405,1585,2.9135802469135803
396,81,477,4.888888888888889
953,140,1093,6.807142857142857
741,501,1242,1.4790419161676647
488,921,1409,0.5298588490770901
1301,48,1349,27.104166666666668
1121,794,1915,1.4118387909319898
13,75,88,0.17333333333333334
1051,11,1062,95.54545454545455
1625,298,1923,5.453020134228188
747,282,1029,2.648936170212766
354,405,759,0.8740740740740741
636,275,911,2.3127272727272725
1379,373,1752,3.6970509383378016
332,18,350,18.444444444444443
22,268,290,0.08208955223880597
1366,623,1989,2.192616372391653
1212,13,1225,93.23076923076923
301,140,441,2.15
800,594,1394,1.3468013468013469
558,21,579,26.571428571428573
1895,5,1900,379.0
768,437,1205,1.757437070938215
875,175,1050,5.0
1168,383,1551,3.049608355091384
767,877,1644,0.8745724059293044
328,41,369,8.0
1791,242,2033,7.400826446280992
242,715,957,0.3384615384615385
853,152,1005,5.6118421052631575
1543,54,1597,28.574074074074073
780,76,856,10.263157894736842
600,60,660,10.0
16,1189,1205,0.01345668629100084
1259,155,1414,8.12258064516129
363,108,471,3.361111111111111
1271,24,1295,52.958333333333336
787,29,816,27.137931034482758
596,8,604,74.5
1319,22,1341,59.95454545454545
634,318,952,1.9937106918238994
1863,17,1880,109.58823529411765
1308,19,1327,68.84210526315789
338,12,350,28.166666666666668
1622,225,1847,7.208888888888889
863,261,1124,3.3065134099616857
452,12,464,37.666666666666664
1717,251,1968,6.840637450199203
1018,15,1033,67.86666666666666
107,10,117,10.7
1254,300,1554,4.18
329,22,351,14.954545454545455
468,14,482,33.42857142857143
355,16,371,22.1875
351,252,603,1.3928571428571428
994,115,1109,8.643478260869566
183,158,341,1.1582278481012658
518,508,1026,1.0196850393700787
639,340,979,1.8794117647058823
729,159,888,4.584905660377358
308,68,376,4.529411764705882
413,404,817,1.0222772277227723
36,30,66,1.2
940,23,963,40.869565217391305
1073,14,1087,76.64285714285714
736,127,863,5.7952755905511815
597,9,606,66.33333333333333
141,9,150,15.666666666666666
809,685,1494,1.181021897810219
642,27,669,23.77777777777778
704,554,1258,1.2707581227436824
98,244,342,0.4016393442622951
64,63,127,1.0158730158730158
76,242,318,0.3140495867768595
1232,256,1488,4.8125
8,102,110,0.0784313725490196
874,15,889,58.266666666666666
1443,408,1851,3.536764705882353
1356,3,1359,452.0
990,511,1501,1.9373776908023483
8,28,36,0.2857142857142857
1615,51,1666,31.666666666666668
950,45,995,21.11111111111111
797,745,1542,1.0697986577181209
788,20,808,39.4
116,325,441,0.3569230769230769
856,72,928,11.88888888888889
971,22,993,44.13636363636363
1240,685,1925,1.8102189781021898
1915,6,1921,319.1666666666667
96,89,185,1.0786516853932584
1036,5,1041,207.2
854,36,890,23.72222222222222
811,256,1067,3.16796875
1310,2,1312,655.0
1043,8,1051,130.375
451,8,459,56.375
687,12,699,57.25
704,15,719,46.93333333333333
343,488,831,0.7028688524590164
585,12,597,48.75
316,3,319,105.33333333333333
28,29,57,0.9655172413793104
378,529,907,0.7145557655954632
496,28,524,17.714285714285715
12,23,35,0.5217391304347826
5,193,198,0.025906735751295335
818,136,954,6.014705882352941
929,10,939,92.9
1673,9,1682,185.88888888888889
1365,194,1559,7.036082474226804
21,561,582,0.0374331550802139
34,525,559,0.06476190476190476
269,104,373,2.5865384615384617
1332,508,1840,2.622047244094488
508,39,547,13.025641025641026
431,727,1158,0.5928473177441541
330,38,368,8.68421052631579
675,400,1075,1.6875
158,11,169,14.363636363636363
119,135,254,0.8814814814814815
98,29,127,3.3793103448275863
984,300,1284,3.28
767,3,770,255.66666666666666
433,293,726,1.477815699658703
1232,438,1670,2.8127853881278537
569,33,602,17.242424242424242
485,855,1340,0.5672514619883041
1642,21,1663,78.19047619047619
985,908,1893,1.0848017621145374
1621,12,1633,135.08333333333334
1395,30,1425,46.5
181,673,854,0.2689450222882615
677,31,708,21.838709677419356
369,10,379,36.9
554,457,1011,1.212253829321663
51,218,269,0.23394495412844038
378,11,389,34.36363636363637
611,13,624,47.0
1478,162,1640,9.123456790123457
856,43,899,19.906976744186046
246,191,437,1.287958115183246
18,206,224,0.08737864077669903
1301,18,1319,72.27777777777777
955,358,1313,2.6675977653631286
1510,392,1902,3.8520408163265305
392,8,400,49.0
557,37,594,15.054054054054054
1027,382,1409,2.68848167539267
272,8,280,34.0
45,368,413,0.12228260869565218
1450,155,1605,9.35483870967742
1014,17,1031,59.64705882352941
862,151,1013,5.708609271523179
341,7,348,48.714285714285715
769,70,839,10.985714285714286
73,29,102,2.5172413793103448
39,140,179,0.2785714285714286
1752,22,1774,79.63636363636364
1412,339,1751,4.165191740412979
658,485,1143,1.3567010309278351
1011,13,1024,77.76923076923077
469,429,898,1.0932400932400932
763,202,965,3.777227722772277
666,265,931,2.513207547169811
1173,20,1193,58.65
1820,97,1917,18.762886597938145
1687,336,2023,5.020833333333333
1102,57,1159,19.333333333333332
497,184,681,2.7010869565217392
689,40,729,17.225
816,16,832,51.0
248,7,255,35.42857142857143
842,853,1695,0.9871043376318874
890,153,1043,5.816993464052287
808,33,841,24.484848484848484
1464,581,2045,2.5197934595524956
581,39,620,14.897435897435898
820,28,848,29.285714285714285
1264,17,1281,74.3529411764706
358,17,375,21.058823529411764
397,286,683,1.3881118881118881
28,47,75,0.5957446808510638
1261,166,1427,7.596385542168675
1751,11,1762,159.1818181818182
1571,385,1956,4.080519480519481
815,496,1311,1.6431451612903225
557,23,580,24.217391304347824
1030,30,1060,34.333333333333336
662,12,674,55.166666666666664
165,96,261,1.71875
943,56,999,16.839285714285715
167,378,545,0.4417989417989418
119,80,199,1.4875
819,10,829,81.9
885,9,894,98.33333333333333
386,67,453,5.7611940298507465
658,18,676,36.55555555555556
244,136,380,1.7941176470588236
1347,37,1384,36.4054054054054
715,213,928,3.356807511737089
331,29,360,11.413793103448276
1530,165,1695,9.272727272727273
432,12,444,36.0
1647,117,1764,14.076923076923077
1148,18,1166,63.77777777777778
266,22,288,12.090909090909092
383,199,582,1.9246231155778895
1217,32,1249,38.03125
777,312,1089,2.4903846153846154
508,359,867,1.415041782729805
651,27,678,24.11111111111111
411,34,445,12.088235294117647
1985,59,2044,33.644067796610166
1147,748,1895,1.5334224598930482
1672,14,1686,119.42857142857143
1134,34,1168,33.35294117647059
333,297,630,1.121212121212121
733,734,1467,0.9986376021798365
1762,187,1949,9.422459893048128
904,54,958,16.74074074074074
1132,330,1462,3.43030303030303
705,13,718,54.23076923076923
451,236,687,1.9110169491525424
448,7,455,64.0
1728,14,1742,123.42857142857143
1489,315,1804,4.726984126984127
761,28,789,27.178571428571427
378,416,794,0.9086538461538461
499,84,583,5.940476190476191
1694,39,1733,43.43589743589744
219,8,227,27.375
1237,398,1635,3.108040201005025
433,227,660,1.907488986784141
641,386,1027,1.660621761658031
1104,23,1127,48.0
822,27,849,30.444444444444443
488,12,500,40.666666666666664
1089,34,1123,32.029411764705884
1308,142,1450,9.211267605633802
862,422,1284,2.042654028436019
916,25,941,36.64
691,29,720,23.82758620689655
418,394,812,1.0609137055837563
958,611,1569,1.5679214402618658
1140,25,1165,45.6
966,3,969,322.0
487,14,501,34.785714285714285
341,53,394,6.433962264150943
11,131,142,0.08396946564885496
288,11,299,26.181818181818183
1205,39,1244,30.897435897435898
841,242,1083,3.475206611570248
836,2,838,418.0
1387,10,1397,138.7
1058,8,1066,132.25
7,188,195,0.03723404255319149
663,15,678,44.2
185,7,192,26.428571428571427
8,40,48,0.2
1738,101,1839,17.207920792079207
140,17,157,8.235294117647058
1327,23,1350,57.69565217391305
474,414,888,1.144927536231884
402,69,471,5.826086956521739
398,21,419,18.952380952380953
791,685,1476,1.1547445255474453
31,80,111,0.3875
785,87,872,9.022988505747126
1518,10,1528,151.8
258,566,824,0.4558303886925795
1093,36,1129,30.36111111111111
1546,2,1548,773.0
12,20,32,0.6
349,22,371,15.863636363636363
1519,7,1526,217.0
48,378,426,0.12698412698412698
470,4,474,117.5
1158,222,1380,5.216216216216216
1455,348,1803,4.181034482758621
428,76,504,5.631578947368421
1158,140,1298,8.271428571428572
1006,29,1035,34.689655172413794
981,596,1577,1.645973154362416
644,14,658,46.0
1767,16,1783,110.4375
85,372,457,0.22849462365591397
553,43,596,12.86046511627907
926,30,956,30.866666666666667
13,314,327,0.041401273885350316
1269,349,1618,3.6361031518624642
42,11,53,3.8181818181818183
143,220,363,0.65
790,245,1035,3.2244897959183674
159,230,389,0.691304347826087
1415,2,1417,707.5
309,139,448,2.223021582733813
1380,128,1508,10.78125
630,2,632,315.0
644,7,651,92.0
537,7,544,76.71428571428571
21,33,54,0.6363636363636364
810,101,911,8.01980198019802
7,98,105,0.07142857142857142
531,442,973,1.2013574660633484
27,245,272,0.11020408163265306
482,6,488,80.33333333333333
392,16,408,24.5
746,23,769,32.43478260869565
713,401,1114,1.7780548628428927
1507,299,1806,5.040133779264214
1042,52,1094,20.03846153846154
1450,345,1795,4.202898550724638
201,98,299,2.0510204081632653
1298,2,1300,649.0
277,147,424,1.8843537414965987
556,104,660,5.346153846153846
19,280,299,0.06785714285714285
1442,30,1472,48.06666666666667
1093,66,1159,16.560606060606062
334,10,344,33.4
1172,277,1449,4.231046931407942
1142,8,1150,142.75
1147,9,1156,127.44444444444444
545,11,556,49.54545454545455
1158,4,1162,289.5
191,13,204,14.692307692307692
1199,18,1217,66.61111111111111
560,19,579,29.473684210526315
1564,197,1761,7.939086294416244
401,170,571,2.3588235294117648
1251,10,1261,125.1
1588,6,1594,264.6666666666667
1796,9,1805,199.55555555555554
488,200,688,2.44
307,109,416,2.81651376146789
220,78,298,2.8205128205128207
526,16,542,32.875
418,304,722,1.375
625,182,807,3.434065934065934
522,19,541,27.473684210526315
355,292,647,1.2157534246575343
296,12,308,24.666666666666668
870,149,1019,5.8389261744966445
864,9,873,96.0
1513,33,1546,45.84848484848485
1534,287,1821,5.344947735191638
848,95,943,8.926315789473684
1561,322,1883,4.8478260869565215
1734,10,1744,173.4
283,15,298,18.866666666666667
11,174,185,0.06321839080459771
535,135,670,3.962962962962963
410,14,424,29.285714285714285
1492,48,1540,31.083333333333332
806,743,1549,1.0847913862718708
649,193,842,3.3626943005181347
971,11,982,88.27272727272727
1072,19,1091,56.421052631578945
6,39,45,0.15384615384615385
19,332,351,0.0572289156626506
532,12,544,44.333333333333336
1070,71,1141,15.070422535211268
549,140,689,3.9214285714285713
337,4,341,84.25
1165,838,2003,1.3902147971360381
917,376,1293,2.4388297872340425
1876,11,1887,170.54545454545453
455,503,958,0.904572564612326
589,493,1082,1.1947261663286004
1004,358,1362,2.804469273743017
1143,107,1250,10.682242990654206
459,367,826,1.2506811989100817
1010,449,1459,2.249443207126949
1466,278,1744,5.273381294964029
336,125,461,2.688
768,265,1033,2.8981132075471696
183,22,205,8.318181818181818
513,269,782,1.9070631970260223
1448,221,1669,6.552036199095022
682,60,742,11.366666666666667
608,49,657,12.408163265306122
297,267,564,1.1123595505617978
1856,94,1950,19.74468085106383
557,5,562,111.4
113,9,122,12.555555555555555
339,69,408,4.913043478260869
401,125,526,3.208
629,299,928,2.1036789297658864
594,702,1296,0.8461538461538461
1589,2,1591,794.5
1235,89,1324,13.876404494382022
1649,2,1651,824.5
1350,29,1379,46.55172413793103
1056,2,1058,528.0
297,363,660,0.8181818181818182
784,1191,1975,0.6582703610411419
270,247,517,1.0931174089068827
298,275,573,1.0836363636363637
721,392,1113,1.8392857142857142
1107,14,1121,79.07142857142857
1117,595,1712,1.877310924369748
335,219,554,1.5296803652968036
905,37,942,24.45945945945946
1417,34,1451,41.6764705882353
1251,795,2046,1.5735849056603775
849,12,861,70.75
1536,10,1546,153.6
344,5,349,68.8
239,35,274,6.828571428571428
969,8,977,121.125
334,5,339,66.8
150,418,568,0.3588516746411483
18,411,429,0.043795620437956206
450,301,751,1.495016611295681
775,10,785,77.5
316,31,347,10.193548387096774
485,2,487,242.5
433,11,444,39.36363636363637
399,125,524,3.192
165,131,296,1.2595419847328244
1102,18,1120,61.22222222222222
1374,226,1600,6.079646017699115
867,284,1151,3.0528169014084505
1264,33,1297,38.303030303030305
1028,6,1034,171.33333333333334
577,318,895,1.8144654088050314
615,11,626,55.90909090909091
390,31,421,12.580645161290322
320,353,673,0.9065155807365439
1060,34,1094,31.176470588235293
656,9,665,72.88888888888889
767,163,930,4.705521472392638
44,81,125,0.5432098765432098
1046,20,1066,52.3
241,16,257,15.0625
540,23,563,23.47826086956522
8,10,18,0.8
486,202,688,2.405940594059406
41,421,462,0.09738717339667459
57,29,86,1.9655172413793103
80,9,89,8.88888888888889
10,281,291,0.03558718861209965
519,154,673,3.3701298701298703
1280,388,1668,3.2989690721649483
514,553,1067,0.9294755877034359
733,672,1405,1.0907738095238095
1048,218,1266,4.807339449541284
223,13,236,17.153846153846153
1294,12,1306,107.83333333333333
601,115,716,5.226086956521739
817,151,968,5.410596026490066
839,2,841,419.5
969,17,986,57.0
452,79,531,5.7215189873417724
928,20,948,46.4
852,18,870,47.333333333333336
784,140,924,5.6
898,99,997,9.070707070707071
429,407,836,1.054054054054054
1200,69,1269,17.391304347826086
289,253,542,1.1422924901185771
1778,221,1999,8.04524886877828
721,13,734,55.46153846153846
777,416,1193,1.8677884615384615
514,257,771,2.0
1200,25,1225,48.0
849,406,1255,2.0911330049261085
451,340,791,1.326470588235294
517,603,1120,0.857379767827529
1647,21,1668,78.42857142857143
384,356,740,1.0786516853932584
237,295,532,0.8033898305084746
249,177,426,1.4067796610169492
15,17,32,0.8823529411764706
911,28,939,32.535714285714285
799,161,960,4.962732919254658
142,119,261,1.1932773109243697
245,271,516,0.9040590405904059
881,405,1286,2.1753086419753087
152,777,929,0.1956241956241956
11,320,331,0.034375
123,15,138,8.2
1362,6,1368,227.0
504,267,771,1.8876404494382022
494,459,953,1.0762527233115469
406,28,434,14.5
433,28,461,15.464285714285714
1919,36,1955,53.30555555555556
1418,9,1427,157.55555555555554
1986,23,2009,86.34782608695652
680,16,696,42.5
860,18,878,47.77777777777778
1305,8,1313,163.125
1634,11,1645,148.54545454545453
356,60,416,5.933333333333334
1310,27,1337,48.51851851851852
1339,7,1346,191.28571428571428
440,3,443,146.66666666666666
1066,13,1079,82.0
297,16,313,18.5625
832,416,1248,2.0
242,175,417,1.3828571428571428
1281,427,1708,3.0
1357,15,1372,90.46666666666667
1316,15,1331,87.73333333333333
1037,12,1049,86.41666666666667
183,14,197,13.071428571428571
102,10,112,10.2
207,199,406,1.0402010050251256
990,118,1108,8.389830508474576
2020,20,2040,101.0
1475,6,1481,245.83333333333334
567,252,819,2.25
784,87,871,9.011494252873563
300,20,320,15.0
704,10,714,70.4
1021,12,1033,85.08333333333333
604,10,614,60.4
841,404,1245,2.0816831683168315
854,935,1789,0.9133689839572192
430,93,523,4.623655913978495
1333,538,1871,2.4776951672862455
607,14,621,43.357142857142854
1882,8,1890,235.25
1313,9,1322,145.88888888888889
782,18,800,43.44444444444444
680,367,1047,1.8528610354223434
1473,9,1482,163.66666666666666
993,9,1002,110.33333333333333
1318,425,1743,3.101176470588235
1263,642,1905,1.9672897196261683
1989,11,2000,180.8181818181818
856,688,1544,1.244186046511628
1119,248,1367,4.512096774193548
854,11,865,77.63636363636364
1712,7,1719,244.57142857142858
280,12,292,23.333333333333332
542,88,630,6.159090909090909
1089,9,1098,121.0
168,25,193,6.72
165,4,169,41.25
378,19,397,19.894736842105264
719,17,736,42.294117647058826
1137,9,1146,126.33333333333333
37,297,334,0.12457912457912458
177,9,186,19.666666666666668
462,292,754,1.582191780821918
319,6,325,53.166666666666664
1349,10,1359,134.9
323,454,777,0.711453744493392
571,19,590,30.05263157894737
911,522,1433,1.7452107279693487
175,130,305,1.3461538461538463
1744,82,1826,21.26829268292683
1912,65,1977,29.415384615384614
1110,26,1136,42.69230769230769
1225,7,1232,175.0
1586,9,1595,176.22222222222223
761,552,1313,1.3786231884057971
377,9,386,41.888888888888886
707,778,1485,0.9087403598971723
542,298,840,1.8187919463087248
689,83,772,8.301204819277109
346,21,367,16.476190476190474
360,377,737,0.9549071618037135
562,40,602,14.05
579,294,873,1.969387755102041
328,462,790,0.70995670995671
384,325,709,1.1815384615384616
529,26,555,20.346153846153847
556,21,577,26.476190476190474
648,6,654,108.0
1067,34,1101,31.38235294117647
223,37,260,6.027027027027027
1486,104,1590,14.288461538461538
1199,751,1950,1.596537949400799
22,310,332,0.07096774193548387
16,89,105,0.1797752808988764
1496,26,1522,57.53846153846154
914,10,924,91.4
1219,14,1233,87.07142857142857
1389,6,1395,231.5
257,13,270,19.76923076923077
354,20,374,17.7
502,377,879,1.3315649867374004
266,17,283,15.647058823529411
878,333,1211,2.6366366366366365
2,10,12,0.2
1342,12,1354,111.83333333333333
1063,54,1117,19.685185185185187
1781,12,1793,148.41666666666666
6,89,95,0.06741573033707865
432,12,444,36.0
1403,395,1798,3.551898734177215
1339,205,1544,6.53170731707317
1385,23,1408,60.21739130434783
909,346,1255,2.6271676300578033
785,414,1199,1.896135265700483
532,432,964,1.2314814814814814
1921,25,1946,76.84
740,8,748,92.5
424,19,443,22.31578947368421
1743,15,1758,116.2
1385,355,1740,3.9014084507042255
568,21,589,27.047619047619047
383,283,666,1.353356890459364
1314,115,1429,11.42608695652174
120,81,201,1.4814814814814814
1460,39,1499,37.43589743589744
726,611,1337,1.188216039279869
581,45,626,12.911111111111111
45,40,85,1.125
961,55,1016,17.472727272727273
690,22,712,31.363636363636363
207,722,929,0.2867036011080332
1131,112,1243,10.098214285714286
405,33,438,12.272727272727273
1363,21,1384,64.9047619047619
1965,12,1977,163.75
1181,223,1404,5.2959641255605385
1855,22,1877,84.31818181818181
884,47,931,18.80851063829787
853,16,869,53.3125
21,103,124,0.20388349514563106
675,114,789,5.921052631578948
252,281,533,0.896797153024911
749,5,754,149.8
1363,152,1515,8.967105263157896
1071,13,1084,82.38461538461539
310,350,660,0.8857142857142857
401,7,408,57.285714285714285
16,221,237,0.07239819004524888
364,11,375,33.09090909090909
32,185,217,0.17297297297297298
1636,96,1732,17.041666666666668
1130,14,1144,80.71428571428571
206,184,390,1.1195652173913044
732,389,1121,1.8817480719794344
7,314,321,0.022292993630573247
1428,464,1892,3.0775862068965516
625,279,904,2.240143369175627
17,203,220,0.08374384236453201
75,8,83,9.375
631,12,643,52.583333333333336
861,12,873,71.75
205,479,684,0.4279749478079332
10,146,156,0.0684931506849315
12,366,378,0.03278688524590164
37,139,176,0.26618705035971224
805,14,819,57.5
383,240,623,1.5958333333333334
771,52,823,14.826923076923077
739,189,928,3.9100529100529102
101,14,115,7.214285714285714
1928,2,1930,964.0
950,3,953,316.6666666666667
1502,22,1524,68.27272727272727
417,151,568,2.76158940397351
788,407,1195,1.9361179361179361
567,475,1042,1.1936842105263157
13,556,569,0.023381294964028777
378,441,819,0.8571428571428571
506,574,1080,0.8815331010452961
387,221,608,1.751131221719457
1071,223,1294,4.802690582959642
455,101,556,4.5049504950495045
323,10,333,32.3
929,357,1286,2.6022408963585435
432,17,449,25.41176470588235
376,242,618,1.5537190082644627
40,78,118,0.5128205128205128
832,342,1174,2.4327485380116958
979,277,1256,3.5342960288808665
1481,9,1490,164.55555555555554
1592,391,1983,4.071611253196931
241,228,469,1.0570175438596492
1202,113,1315,10.63716814159292
1517,117,1634,12.965811965811966
813,35,848,23.228571428571428
1567,16,1583,97.9375
1782,40,1822,44.55
173,33,206,5.242424242424242
781,157,938,4.974522292993631
871,17,888,51.23529411764706
58,18,76,3.2222222222222223
246,144,390,1.7083333333333333
1428,36,1464,39.666666666666664
1541,13,1554,118.53846153846153
1395,40,1435,34.875
1445,36,1481,40.138888888888886
103,272,375,0.3786764705882353
79,18,97,4.388888888888889
759,262,1021,2.8969465648854964
472,96,568,4.916666666666667
399,77,476,5.181818181818182
312,472,784,0.6610169491525424
825,54,879,15.277777777777779
1790,13,1803,137.69230769230768
750,366,1116,2.0491803278688523
598,369,967,1.6205962059620596
398,236,634,1.6864406779661016
603,27,630,22.333333333333332
885,10,895,88.5
1367,517,1884,2.644100580270793
735,51,786,14.411764705882353
620,247,867,2.5101214574898787
16,164,180,0.0975609756097561
40,720,760,0.05555555555555555
1866,2,1868,933.0
393,26,419,15.115384615384615
1177,8,1185,147.125
1317,26,1343,50.65384615384615
652,58,710,11.241379310344827
1968,2,1970,984.0
1092,22,1114,49.63636363636363
1785,107,1892,16.682242990654206
1019,224,1243,4.549107142857143
1600,10,1610,160.0
888,633,1521,1.4028436018957346
1121,467,1588,2.400428265524625
236,138,374,1.710144927536232
333,35,368,9.514285714285714
1197,784,1981,1.5267857142857142
1122,32,1154,35.0625
1530,185,1715,8.27027027027027
17,275,292,0.06181818181818182
20,290,310,0.06896551724137931
1059,9,1068,117.66666666666667
1003,324,1327,3.095679012345679
372,59,431,6.305084745762712
1595,8,1603,199.375
416,347,763,1.1988472622478386
29,51,80,0.5686274509803921
668,737,1405,0.9063772048846676
821,122,943,6.729508196721311
1715,51,1766,33.627450980392155
477,350,827,1.3628571428571428
65,444,509,0.1463963963963964
173,503,676,0.34393638170974156
201,239,440,0.8410041841004184
318,203,521,1.5665024630541873
1492,210,1702,7.104761904761904
844,250,1094,3.376
1931,2,1933,965.5
963,896,1859,1.0747767857142858
774,21,795,36.857142857142854
823,94,917,8.75531914893617
683,1021,1704,0.6689520078354554
1627,10,1637,162.7
